,category,hasHuman,hasFace,hasColor,isBright,hasManyDomColors,hasWarmHueAccent,NumOfObjectsInPic,CLASS_positiveTitle,CLASS_neutralTitle,CLASS_negativeTitle,CLASS_positiveText,CLASS_neutralText,CLASS_negativeText,lengthOfTitle,lengthOfText,TitleMatchPicOCR,CreatorMatchTitle,TextMatchPic,CON_numOfImg,CON_numOfRewards,CON_hasVideo,CON_text_Length,CON_numOfFbFriends,CON_experience,CON_goal,CON_duration,successful
1990,Music,1,1,1,1,0,0,21,0,1,0,0,1,0,22,129,0,0,0,1,15,1,0,0,0,5000,29,1
1991,Food,0,0,1,1,0,0,18,0,1,0,1,0,0,50,124,0,0,1,8,7,1,4129,579,0,10000,30,1
1992,Food,0,0,1,1,0,1,7,0,1,0,0,1,0,49,135,0,0,1,1,17,1,0,3607,2,10000,31,1
1993,Publishing,1,0,1,1,0,1,18,0,1,0,0,0,1,24,127,0,0,1,1,6,1,2308,2092,0,3500,30,1
1994,Comics,0,0,0,1,0,0,0,0,1,0,0,1,0,42,129,0,0,0,1,9,0,0,0,0,5000,60,0
1995,Art,1,0,1,1,0,0,30,0,1,0,0,1,0,46,133,1,0,0,13,20,1,8757,0,2,75000,30,1
1996,Games,0,0,0,1,0,0,0,0,1,0,0,1,0,32,130,0,0,0,1,10,1,0,741,0,5000,30,1
1997,Art,0,0,1,1,0,1,13,0,1,0,1,0,0,42,133,0,0,0,1,10,1,6317,0,0,8500,59,0
1998,Publishing,0,0,1,1,0,1,4,0,1,0,1,0,0,12,88,0,0,0,1,5,1,0,0,0,5000,30,1
1999,Technology,0,0,1,1,0,0,11,0,1,0,0,0,1,57,131,1,0,0,70,8,1,5386,0,2,10000,30,1
2000,Art,0,0,1,1,1,0,11,0,1,0,0,1,0,18,109,0,0,0,1,7,1,0,0,0,600,30,1
2001,Technology,0,0,0,1,0,0,0,0,1,0,0,1,0,34,119,1,0,0,15,44,1,6167,490,9,8000,41,1
2002,Theater,0,0,1,0,1,1,3,1,0,0,1,0,0,49,81,0,1,0,1,17,1,0,0,0,3100,30,1
2003,Theater,0,0,1,0,0,1,1,0,1,0,1,0,0,30,131,1,0,0,1,7,1,1680,679,0,5500,30,1
2004,Film & Video,0,0,1,1,0,0,4,0,1,0,0,1,0,11,126,0,0,0,1,2,0,0,0,0,75000,30,0
2005,Design,0,0,1,1,0,1,13,0,1,0,1,0,0,58,133,0,0,0,19,11,1,983,0,4,1000,60,1
2006,Film & Video,1,1,1,0,0,1,9,0,1,0,0,0,1,17,68,1,0,0,1,15,1,0,0,3,5000,60,1
2007,Publishing,0,0,1,0,0,1,21,1,0,0,1,0,0,50,132,0,0,0,4,4,1,3154,0,0,2000,29,1
2008,Art,0,0,1,1,0,0,11,0,1,0,0,1,0,36,122,0,0,0,1,6,1,0,0,0,2000,31,1
2009,Journalism,0,0,0,1,0,0,0,0,0,1,0,0,1,12,116,0,0,0,1,4,0,805,0,0,50000,59,0
2010,Music,1,1,1,0,0,1,26,0,1,0,0,0,1,46,104,0,0,0,1,8,1,0,0,0,3500,30,0
2011,Music,1,1,0,1,0,0,20,0,1,0,1,0,0,50,134,0,1,0,3,12,1,2566,0,3,2000,58,1
2012,Technology,1,0,1,1,0,1,25,0,1,0,0,1,0,40,81,0,0,0,1,5,1,0,0,0,30000,45,1
2013,Art,1,1,1,1,0,0,29,0,1,0,0,1,0,49,135,0,0,0,1,4,1,1803,66,0,2500,30,1
2014,Art,0,0,0,1,0,0,0,0,1,0,1,0,0,23,124,0,0,0,1,1,0,0,0,0,1000,60,1
2015,Publishing,0,0,1,1,0,1,10,0,1,0,1,0,0,9,113,0,0,0,1,1,0,3430,0,0,7000,45,0
2016,Film & Video,0,0,0,1,0,0,0,0,1,0,0,0,1,15,133,0,0,0,1,10,1,0,0,0,2500,30,0
2017,Publishing,1,0,1,1,1,1,19,0,1,0,0,0,1,39,135,0,0,0,1,7,1,5005,0,0,12500,17,1
2018,Art,0,0,1,0,0,0,26,0,1,0,0,0,1,43,133,0,0,0,1,8,0,0,0,0,160,9,1
2019,Food,0,0,1,1,0,1,0,0,1,0,1,0,0,28,133,0,0,0,11,14,1,3577,580,0,8000,29,1
2020,Journalism,0,0,0,1,0,0,0,0,1,0,1,0,0,49,134,0,0,0,1,5,0,0,1095,3,100,11,1
2021,Journalism,0,0,1,1,0,0,3,0,1,0,0,1,0,9,77,0,0,0,1,4,0,809,0,0,10000,21,0
2022,Music,0,0,1,1,0,1,2,0,1,0,0,1,0,56,89,1,0,0,1,22,0,0,0,2,16000,30,1
2023,Publishing,1,0,1,1,0,1,29,0,1,0,0,1,0,35,117,0,0,0,1,4,1,2343,0,0,175,30,0
2024,Film & Video,0,0,1,1,0,1,12,0,1,0,1,0,0,25,62,0,0,0,1,11,1,0,382,0,5000,40,1
2025,Art,0,0,1,1,0,1,3,0,1,0,1,0,0,23,119,1,0,1,3,2,1,880,82,7,300,6,1
2026,Art,0,0,0,1,0,0,1,0,1,0,0,1,0,21,99,0,0,0,1,7,1,0,0,4,945,45,1
2027,Fashion,0,0,0,1,0,0,0,0,1,0,0,1,0,26,129,0,0,0,8,4,0,885,0,2,100,7,1
2028,Art,0,0,1,1,0,1,14,0,1,0,1,0,0,36,79,0,0,0,1,12,1,0,0,0,32000,31,0
2029,Comics,1,1,0,1,0,0,2,0,1,0,0,0,1,39,85,0,0,0,1,14,0,1998,566,28,4200,30,1
2030,Art,0,0,1,1,0,1,7,0,1,0,0,0,1,32,113,0,0,1,1,7,1,0,1087,0,2000,29,1
2031,Theater,0,0,1,1,0,1,0,1,0,0,1,0,0,22,116,0,0,0,1,5,1,2819,0,2,1000,15,1
2032,Games,0,0,1,1,0,1,5,0,0,1,0,0,1,53,94,0,0,0,1,7,1,0,0,21,500,14,1
2033,Publishing,0,0,1,1,0,0,10,0,1,0,0,1,0,48,114,0,0,0,4,8,1,3045,0,0,8000,30,1
2034,Technology,1,0,1,1,0,0,17,0,1,0,0,1,0,50,97,0,0,0,1,12,1,0,2265,2,6000,28,1
2035,Publishing,1,1,1,1,0,0,18,0,1,0,1,0,0,22,130,0,0,0,1,1,0,1611,0,0,750,30,0
2036,Games,0,0,1,1,0,0,2,0,1,0,0,0,1,14,98,1,0,0,1,6,1,0,0,0,10000,60,0
2037,Publishing,1,1,1,1,0,1,18,0,0,1,0,1,0,22,119,0,0,0,14,5,1,4728,0,0,5000,30,0
2038,Art,0,0,1,0,0,1,1,0,1,0,0,1,0,12,122,1,0,0,1,7,1,0,0,0,600,19,1
2039,Publishing,1,1,1,1,0,1,25,0,1,0,0,1,0,26,134,0,0,0,11,11,1,2319,0,0,10000,32,0
2040,Games,0,0,1,1,1,1,7,0,1,0,0,1,0,44,52,0,0,0,1,20,0,0,0,0,4000,30,0
2041,Comics,0,0,1,1,0,1,1,0,1,0,0,1,0,50,55,0,0,0,15,14,1,3638,0,2,45000,31,1
2042,Technology,0,0,1,1,0,1,8,0,1,0,0,1,0,30,117,0,0,0,1,7,1,0,1135,0,1000,30,1
2043,Art,0,0,1,1,0,0,14,0,1,0,0,1,0,44,131,0,0,0,13,16,1,5876,1017,4,5000,30,1
2044,Art,1,1,0,1,0,0,3,0,1,0,0,0,1,13,122,0,0,0,1,2,1,0,0,0,250,30,0
2045,Design,0,0,1,1,0,1,2,0,1,0,1,0,0,16,104,1,0,0,30,6,1,8867,92,3,16900,30,1
2046,Music,1,1,1,1,0,1,20,0,1,0,0,1,0,31,131,0,0,0,1,9,1,0,819,3,2500,33,1
2047,Music,1,0,1,1,0,1,26,0,1,0,0,1,0,37,59,0,0,0,1,2,0,378,0,0,750,45,0
2048,Games,0,0,1,1,0,1,0,0,1,0,1,0,0,19,25,1,0,0,1,4,1,0,130,0,15000,22,1
2049,Art,1,1,1,1,0,0,20,0,1,0,0,0,1,21,129,0,0,0,1,7,1,1221,0,0,11000,30,1
2050,Music,1,1,1,1,0,1,7,0,1,0,0,1,0,34,110,1,0,0,1,14,1,0,0,0,1500,29,1
2051,Music,1,1,1,1,1,1,16,1,0,0,1,0,0,30,80,0,0,0,11,14,1,5874,564,0,6000,30,1
2052,Technology,0,0,1,1,0,1,26,0,1,0,0,1,0,50,69,0,0,0,1,9,1,0,202,3,10000,40,1
2053,Design,0,0,1,0,0,1,7,1,0,0,0,1,0,48,126,1,0,0,66,21,1,9278,0,4,15000,39,1
2054,Art,0,0,1,1,1,1,0,0,0,1,0,1,0,42,112,0,0,0,1,8,1,0,0,0,1500,40,1
2055,Games,1,1,1,1,1,0,29,1,0,0,1,0,0,49,129,0,0,0,1,6,0,786,0,0,500,59,0
2056,Art,1,1,1,1,0,1,6,1,0,0,1,0,0,35,129,0,0,0,1,3,0,0,0,0,400,30,0
2057,Design,0,0,1,1,0,0,11,0,1,0,1,0,0,57,127,0,0,0,27,7,1,2204,0,0,3000,32,1
2058,Music,1,1,1,0,0,0,23,0,1,0,0,1,0,31,131,0,0,0,1,16,1,0,0,0,40000,30,0
2059,Theater,0,0,0,1,0,0,0,0,1,0,1,0,0,21,98,0,0,0,1,7,0,1352,717,2,2000,28,1
2060,Food,0,0,1,1,0,0,1,0,1,0,1,0,0,49,129,1,0,0,1,6,0,0,0,0,21500,30,0
2061,Design,0,0,1,1,0,1,5,0,1,0,0,1,0,46,131,1,0,0,30,4,1,4404,0,3,2000,21,1
2062,Games,0,0,1,1,0,0,1,0,1,0,0,1,0,21,60,0,0,0,1,5,0,0,229,0,2000,49,1
2063,Music,1,1,1,0,0,0,24,0,1,0,1,0,0,31,98,0,0,0,14,19,1,2897,2818,0,25000,30,1
2064,Film & Video,0,0,1,1,0,0,21,0,1,0,0,1,0,26,134,0,0,0,1,11,1,0,0,0,8500,35,1
2065,Publishing,1,1,1,1,1,1,25,0,0,1,1,0,0,19,135,0,0,0,1,9,1,3867,1604,0,5500,30,1
2066,Music,0,0,0,1,0,0,2,0,1,0,0,1,0,27,134,0,0,0,1,10,1,0,4988,0,10000,25,1
2067,Theater,1,0,1,1,0,0,0,0,1,0,0,1,0,29,130,1,0,0,6,2,1,5228,0,0,8500,20,0
2068,Art,0,0,1,1,0,1,24,0,1,0,0,0,1,39,146,0,0,0,1,4,0,0,0,3,500,30,1
2069,Art,0,0,1,1,0,0,19,0,1,0,1,0,0,15,92,0,0,0,1,3,0,942,0,0,10000,60,0
2070,Music,1,0,1,1,0,1,30,0,1,0,1,0,0,38,108,0,0,0,1,6,1,0,3983,0,4300,30,1
2071,Food,0,0,1,1,0,1,21,0,1,0,1,0,0,26,108,0,0,0,1,7,0,1409,0,0,6000,45,0
2072,Technology,0,0,1,1,0,1,15,0,1,0,0,1,0,42,87,0,0,1,1,6,1,0,589,3,20000,29,1
2073,Fashion,0,0,1,1,0,0,23,0,1,0,0,1,0,24,106,0,0,1,1,1,0,2351,0,0,1000,30,0
2074,Art,0,0,1,1,0,0,29,0,0,1,0,0,1,25,124,0,0,0,1,3,1,0,0,0,3500,60,0
2075,Food,0,0,1,1,0,1,3,1,0,0,1,0,0,50,130,1,0,1,1,9,1,3406,0,0,12000,30,0
2076,Art,1,0,1,1,0,1,23,0,1,0,0,1,0,49,131,0,0,0,1,8,1,0,0,0,3000,25,1
2077,Comics,0,0,1,1,0,1,0,0,1,0,0,1,0,29,63,0,0,0,15,9,1,984,0,4,5000,30,1
2078,Music,0,0,1,0,0,0,17,0,1,0,0,1,0,39,110,0,0,0,1,4,0,0,1212,2,450,49,1
2079,Music,1,1,1,0,1,1,22,0,1,0,1,0,0,31,128,0,0,0,18,19,1,9535,0,0,20000,30,1
2080,Technology,1,1,1,1,0,1,14,0,1,0,1,0,0,49,130,0,0,0,1,10,1,0,0,3,50000,45,1
2081,Publishing,0,0,1,1,0,0,2,0,1,0,0,1,0,50,44,0,0,0,1,10,1,3236,198,5,1000,30,1
2082,Music,1,1,1,1,0,1,19,0,1,0,0,1,0,50,131,0,0,0,1,5,1,0,0,0,11000,45,0
2083,Music,0,0,1,0,0,0,0,0,1,0,0,1,0,50,135,1,0,0,1,4,1,2202,0,3,1000,25,1
2084,Technology,0,0,1,0,1,1,20,1,0,0,0,1,0,50,110,0,0,1,1,11,1,0,0,0,25000,29,0
2085,Art,0,0,1,1,0,0,0,0,0,1,0,1,0,22,75,0,0,0,3,20,0,1185,0,0,150,30,0
2086,Art,0,0,1,1,0,1,30,0,1,0,0,0,1,34,133,0,0,0,1,10,1,0,0,0,2500,42,1
2087,Journalism,1,0,1,1,0,1,8,0,1,0,0,0,1,46,89,0,0,1,1,6,0,1185,0,0,2500,4,0
2088,Games,0,0,0,1,0,0,0,0,1,0,0,1,0,31,110,0,0,0,1,6,1,0,1323,4,2200,31,1
2089,Art,0,0,1,1,0,1,0,0,0,1,0,0,1,28,110,0,0,0,4,10,0,1917,0,3,600,30,1
2090,Design,0,0,1,1,0,0,12,0,1,0,0,1,0,50,52,0,0,0,1,17,1,0,0,0,20000,57,1
2091,Comics,0,0,1,1,0,1,8,0,1,0,0,1,0,44,127,0,0,1,5,13,1,4920,609,0,5000,60,1
2092,Journalism,1,1,1,1,0,0,1,0,1,0,1,0,0,47,134,1,0,0,1,5,1,0,0,0,2000,29,0
2093,Publishing,1,1,1,0,0,1,19,0,1,0,1,0,0,23,134,0,0,0,15,12,1,6742,0,0,5000,29,1
2094,Technology,0,0,1,1,0,1,8,0,1,0,0,1,0,14,92,0,0,0,1,1,0,0,0,0,18000,45,0
2095,Fashion,0,0,1,1,0,1,14,0,1,0,1,0,0,26,66,0,0,0,15,14,0,5755,1155,3,400,30,1
2096,Theater,1,0,1,1,0,1,17,0,1,0,0,1,0,38,128,0,0,0,1,5,1,0,0,0,4750,29,1
2097,Comics,0,0,1,1,0,0,1,1,0,0,1,0,0,42,99,1,0,0,17,14,1,2723,0,0,9999,30,1
2098,Art,0,0,0,1,0,0,0,0,1,0,0,1,0,17,125,0,0,0,1,5,1,0,0,0,2000,29,0
2099,Music,0,0,1,1,0,1,6,1,0,0,1,0,0,26,62,1,1,0,1,9,0,1089,0,0,9000,60,1
2100,Film & Video,0,0,1,1,0,1,7,0,0,1,0,1,0,45,135,0,0,0,1,6,0,0,0,0,100000,30,0
2101,Design,1,0,1,1,0,1,22,0,1,0,0,1,0,48,88,1,0,0,29,13,0,8134,0,3,60000,29,1
2102,Art,0,0,1,1,0,0,17,0,1,0,1,0,0,50,124,0,0,0,1,1,0,0,0,0,2800,40,0
2103,Music,0,0,1,1,1,0,0,0,1,0,0,1,0,50,130,1,0,0,5,31,1,2117,1116,4,14000,34,1
2104,Film & Video,0,0,1,1,0,1,19,0,0,1,0,1,0,50,82,0,0,0,1,10,1,0,1295,0,4400,29,1
2105,Publishing,0,0,0,1,0,0,1,1,0,0,0,1,0,48,124,0,0,0,1,1,0,0,0,0,2000,25,0
2106,Film & Video,0,0,1,1,1,1,5,0,0,1,1,0,0,25,71,0,0,0,1,11,1,0,0,0,10000,24,0
2107,Publishing,0,0,0,1,0,0,0,0,1,0,0,1,0,19,125,0,0,0,9,5,0,5346,0,0,3000,21,1
2108,Food,1,1,1,1,0,0,19,0,1,0,0,1,0,20,115,1,0,1,1,9,1,0,0,0,12000,30,0
2109,Art,0,0,1,1,0,0,28,0,1,0,0,1,0,43,77,0,1,0,1,8,1,0,0,0,5000,60,0
2110,Publishing,0,0,1,1,0,1,7,0,0,1,0,0,1,17,132,0,0,0,1,10,1,0,0,2,4000,30,1
2111,Fashion,1,1,1,1,0,0,24,0,1,0,0,1,0,28,57,0,0,0,12,6,1,504,0,0,10000,35,1
2112,Art,1,0,1,1,0,1,25,0,1,0,0,1,0,20,89,0,0,0,1,6,1,0,1033,0,3000,29,1
2113,Design,0,0,1,1,0,1,15,1,0,0,0,1,0,42,114,0,0,0,1,7,1,0,0,0,4444,44,1
2114,Film & Video,0,0,0,1,0,0,0,0,1,0,0,1,0,31,54,1,0,0,1,7,1,0,0,0,1000,18,1
2115,Technology,0,0,1,1,0,0,1,0,0,1,0,0,1,38,133,0,0,0,1,3,0,1326,0,0,5000,39,0
2116,Games,0,0,0,1,0,0,3,0,1,0,0,1,0,41,50,1,0,0,1,8,1,0,0,3,350,30,1
2117,Publishing,0,0,1,1,0,1,12,0,1,0,0,1,0,34,50,1,0,1,1,9,1,0,320,0,3000,15,1
2118,Art,0,0,0,1,0,0,1,0,1,0,0,1,0,19,128,0,0,0,1,3,1,0,0,0,250,10,1
2119,Fashion,0,0,1,1,0,1,3,0,1,0,0,0,1,58,127,1,0,0,1,19,0,0,0,4,350,27,1
2120,Publishing,1,1,1,1,0,1,25,0,1,0,1,0,0,28,68,0,0,0,1,3,1,0,0,0,500,10,1
2121,Art,0,0,1,1,0,1,30,1,0,0,0,1,0,20,115,0,0,0,1,3,0,0,0,0,2000,42,0
2122,Film & Video,1,1,1,1,0,0,3,0,1,0,1,0,0,11,134,0,0,0,1,5,1,0,0,0,9000,30,1
2123,Art,0,0,1,1,0,1,1,0,1,0,0,1,0,34,85,0,0,0,7,9,0,1860,0,0,350,27,1
2124,Music,0,0,1,0,0,1,22,0,1,0,0,1,0,21,63,0,0,0,1,11,1,0,0,0,5000,30,1
2125,Design,0,0,1,1,0,1,12,0,1,0,0,1,0,42,118,0,1,0,1,18,1,0,0,2,5000,60,1
2126,Music,0,0,1,0,0,1,0,0,1,0,0,1,0,50,129,0,0,0,1,15,1,0,0,2,7250,34,1
2127,Comics,0,0,0,1,0,0,0,0,0,1,0,0,1,46,114,0,0,0,29,13,1,5027,1637,3,3500,30,1
2128,Food,0,0,1,1,0,1,14,0,1,0,0,1,0,26,90,0,0,0,1,3,0,0,0,0,5000,30,0
2129,Publishing,1,0,1,1,0,1,25,0,1,0,1,0,0,22,127,0,0,0,1,2,0,0,0,0,999,10,0
2130,Music,1,0,1,1,0,1,24,0,1,0,0,1,0,31,56,0,0,0,1,8,1,0,0,2,5000,31,1
2131,Theater,1,1,1,0,0,0,25,0,1,0,1,0,0,19,134,0,0,0,4,9,1,3641,2597,2,15000,30,1
2132,Food,0,0,1,1,1,0,27,0,1,0,1,0,0,35,122,1,0,1,1,11,0,0,0,0,1500,28,0
2133,Design,1,0,1,1,1,1,21,1,0,0,0,1,0,59,122,1,0,1,1,10,1,0,0,0,30000,40,1
2134,Music,1,1,1,1,1,1,28,1,0,0,1,0,0,45,130,0,0,0,1,25,1,0,4996,3,15000,30,1
2135,Food,0,0,1,1,0,1,15,0,1,0,0,1,0,50,130,0,0,0,9,8,1,8438,0,0,16000,30,0
2136,Art,0,0,1,0,0,1,14,0,1,0,0,1,0,21,119,0,0,0,1,7,1,0,0,0,5000,25,0
2137,Design,1,0,1,1,0,0,21,0,1,0,0,1,0,46,56,1,0,0,1,10,1,0,0,3,10000,30,1
2138,Music,0,0,0,1,0,0,0,0,1,0,1,0,0,35,72,0,0,0,1,12,1,0,0,0,5000,30,1
2139,Fashion,0,0,1,1,0,1,20,0,1,0,0,1,0,35,68,1,0,0,29,43,0,5250,0,2,500,25,1
2140,Film & Video,1,1,1,1,0,1,25,0,1,0,0,1,0,24,129,0,0,0,1,8,1,0,0,0,9000,30,0
2141,Design,0,0,1,1,1,1,20,0,1,0,0,0,1,53,87,0,0,0,1,4,0,0,0,11,8000,15,1
2142,Film & Video,1,1,1,0,0,0,21,0,1,0,0,1,0,41,128,0,0,0,3,18,1,3660,0,0,15735,38,1
2143,Food,0,0,1,1,0,0,2,0,1,0,1,0,0,49,122,1,0,0,13,7,1,4336,631,2,5000,30,1
2144,Design,0,0,1,1,0,0,2,0,1,0,1,0,0,39,128,1,0,0,1,6,1,0,0,0,1000,14,1
2145,Comics,0,0,0,1,0,0,2,0,1,0,0,1,0,23,92,1,0,0,1,14,0,0,0,0,40000,25,0
2146,Film & Video,1,1,1,1,0,1,11,0,1,0,0,0,1,13,129,0,0,0,25,14,1,5898,0,0,8362,35,0
2147,Theater,1,1,1,0,0,1,23,0,1,0,0,1,0,25,63,0,0,0,4,4,1,4291,0,0,3000,31,1
2148,Film & Video,1,0,1,1,0,1,16,0,1,0,1,0,0,49,102,0,0,0,1,11,1,0,1682,0,14260,32,1
2149,Publishing,1,1,0,1,0,0,31,0,1,0,1,0,0,48,129,0,0,0,0,0,0,0,0,0,300,35,0
2150,Film & Video,0,0,1,1,0,0,2,0,1,0,0,0,1,35,116,1,0,0,5,20,1,3560,315,0,15000,44,0
2151,Technology,0,0,1,1,0,1,20,0,1,0,0,0,1,49,133,0,0,0,12,9,1,872,526,4,1000,22,1
2152,Games,0,0,1,1,0,1,23,0,1,0,0,1,0,11,126,0,0,0,1,9,1,0,0,0,30000,29,0
2153,Design,0,0,0,1,0,0,15,0,1,0,0,1,0,10,105,0,0,1,1,3,1,0,468,10,100,19,1
2154,Art,1,0,1,1,0,1,24,0,1,0,0,0,1,50,128,0,0,0,3,10,1,5084,0,0,3500,30,1
2155,Publishing,0,0,1,1,0,0,2,0,1,0,1,0,0,48,124,1,0,0,1,5,1,2797,0,6,1000,26,1
2156,Food,0,0,1,1,0,0,2,0,1,0,0,1,0,36,133,1,0,0,1,16,1,0,0,0,20000,30,1
2157,Journalism,0,0,1,0,0,1,3,0,1,0,1,0,0,13,116,0,0,0,1,6,1,0,0,0,1000,30,0
2158,Music,1,1,1,1,0,0,25,0,1,0,0,1,0,39,129,0,0,0,1,9,1,680,0,0,3000,30,0
2159,Publishing,1,1,1,1,0,0,30,0,1,0,0,0,1,22,123,0,0,0,4,4,0,1968,0,0,300,14,1
2160,Games,0,0,1,1,0,0,15,0,1,0,1,0,0,11,124,1,0,0,1,3,1,0,0,0,19700,30,0
2161,Comics,0,0,1,1,0,0,9,0,0,1,0,0,1,40,106,0,0,0,1,15,1,0,0,0,2000,30,1
2162,Technology,0,0,1,1,0,0,2,0,1,0,0,1,0,50,56,0,0,0,53,9,1,8030,0,0,50000,30,1
2163,Theater,0,0,0,1,0,0,0,0,1,0,0,1,0,32,60,0,0,0,1,4,0,1212,0,6,1000,60,1
2164,Games,1,1,1,1,0,0,5,0,1,0,0,1,0,19,118,0,0,0,1,3,0,0,0,0,25000,30,0
2165,Design,1,0,1,1,0,0,20,0,1,0,0,1,0,43,134,1,0,1,1,6,1,0,0,0,25000,35,1
2166,Art,0,0,1,1,0,1,0,0,0,1,0,0,1,49,128,0,0,0,1,1,1,746,0,0,500,30,0
2167,Food,0,0,1,1,0,1,4,0,1,0,0,0,1,12,37,0,0,0,1,1,0,584,0,0,80000,30,0
2168,Film & Video,0,0,1,1,0,0,21,0,1,0,0,1,0,38,132,0,0,0,1,12,1,0,558,0,8000,30,1
2169,Art,0,0,1,1,0,0,25,0,1,0,1,0,0,26,124,0,0,0,1,10,1,0,0,0,15000,28,0
2170,Theater,0,0,0,1,0,0,0,0,1,0,1,0,0,49,134,1,0,0,6,5,0,3256,0,3,1000,30,1
2171,Comics,0,0,1,1,0,1,1,0,1,0,0,0,1,55,121,0,0,0,10,12,1,7562,0,0,3000,30,1
2172,Technology,1,0,1,1,1,0,19,0,0,1,1,0,0,50,102,1,0,0,1,5,1,0,0,3,10000,16,1
2173,Design,1,0,1,1,1,1,13,0,1,0,0,1,0,14,47,0,0,0,1,8,1,0,0,2,25000,34,1
2174,Theater,0,0,0,1,0,0,1,0,1,0,0,0,1,43,64,0,0,0,1,5,0,941,0,0,250,49,1
2175,Comics,0,0,1,1,0,1,7,0,1,0,0,1,0,36,119,0,0,0,7,11,1,1552,0,2,1000,30,1
2176,Games,0,0,1,1,0,1,3,0,1,0,0,0,1,52,133,1,0,0,1,7,0,0,0,15,200,8,1
2177,Design,0,0,0,1,0,0,0,0,1,0,1,0,0,50,133,0,0,0,1,6,1,0,0,11,500,20,1
2178,Publishing,0,0,1,1,0,1,2,0,1,0,0,1,0,29,132,0,1,0,2,7,1,3038,0,0,5000,28,1
2179,Theater,0,0,1,1,0,1,6,0,1,0,1,0,0,26,128,0,0,0,1,4,0,1187,0,0,3200,56,1
2180,Comics,1,1,1,0,0,1,21,0,1,0,1,0,0,5,92,0,0,0,1,8,1,0,0,0,550,60,1
2181,Publishing,0,0,1,1,0,1,16,0,1,0,0,0,1,21,132,1,0,1,1,5,1,0,0,0,10000,51,0
2182,Art,0,0,1,1,1,1,18,0,1,0,0,1,0,50,109,0,0,0,18,4,0,2389,0,0,8500,30,0
2183,Publishing,0,0,1,0,0,0,1,0,1,0,1,0,0,24,95,0,0,0,6,12,1,4978,0,0,8000,30,1
2184,Film & Video,0,0,0,1,0,0,1,0,1,0,0,0,1,15,75,0,0,0,1,5,1,0,0,0,600,30,0
2185,Publishing,0,0,0,1,0,0,0,0,1,0,0,1,0,41,121,0,0,0,0,0,0,0,0,0,8000,38,0
2186,Art,0,0,1,1,0,0,17,0,0,1,0,0,1,23,134,0,0,0,1,4,1,6586,0,0,135000,30,0
2187,Art,1,0,1,1,0,1,1,0,1,0,0,1,0,35,116,1,0,0,1,6,0,574,0,5,120,32,1
2188,Art,1,1,0,1,0,0,20,1,0,0,0,1,0,8,114,0,0,0,1,2,0,0,0,0,10000,30,0
2189,Publishing,0,0,1,1,0,1,21,0,1,0,1,0,0,50,131,0,0,1,1,1,0,0,0,0,3000,30,0
2190,Design,1,0,1,1,0,1,26,0,1,0,0,1,0,50,132,0,1,1,20,5,1,3365,0,0,5000,45,1
2191,Publishing,1,0,1,1,0,1,14,1,0,0,0,1,0,27,32,0,0,0,1,6,1,1600,0,0,5500,23,1
2192,Art,0,0,1,0,0,1,8,1,0,0,0,1,0,39,133,1,0,0,1,15,1,0,335,0,5800,30,1
2193,Art,0,0,1,1,0,1,10,0,1,0,0,1,0,17,102,0,0,0,1,2,0,0,0,0,500,24,0
2194,Music,1,1,1,1,0,0,25,0,1,0,1,0,0,23,88,0,0,1,1,4,1,864,0,0,800,14,1
2195,Journalism,1,1,1,1,0,0,31,0,1,0,1,0,0,18,127,0,0,0,1,3,0,1359,0,0,50000,30,0
2196,Games,0,0,0,1,0,0,0,0,1,0,0,1,0,4,77,1,0,0,1,4,1,0,0,15,10000,30,1
2197,Publishing,1,0,1,1,0,0,31,0,1,0,1,0,0,50,133,0,0,1,1,3,0,0,0,0,5500,32,0
2198,Technology,1,1,1,1,0,1,24,0,1,0,1,0,0,11,133,0,0,1,1,1,0,1573,0,0,10000,60,0
2199,Food,0,0,0,1,0,0,2,0,1,0,0,1,0,45,126,0,0,0,1,9,1,1701,0,0,20000,39,1
2200,Technology,1,0,1,0,0,1,23,1,0,0,0,1,0,50,133,0,0,0,1,7,1,0,0,0,15000,45,1
2201,Design,0,0,1,1,0,1,4,0,1,0,0,0,1,50,127,1,1,0,1,21,1,0,0,6,7000,34,1
2202,Art,0,0,1,1,0,0,23,0,0,1,0,0,1,21,100,0,0,0,14,6,0,2432,1238,0,1100,30,1
2203,Fashion,0,0,1,1,0,1,1,0,0,1,1,0,0,31,100,1,0,0,18,11,0,4138,0,6,1100,28,1
2204,Food,0,0,1,1,0,1,3,0,1,0,0,1,0,46,110,1,0,0,1,1,1,0,0,0,350000,60,0
2205,Design,1,0,1,1,0,1,24,0,1,0,1,0,0,55,71,0,0,0,1,9,1,0,0,0,5000,30,1
2206,Art,0,0,1,1,0,0,2,0,1,0,0,0,1,43,72,0,0,0,1,4,1,2080,1546,0,1300,25,1
2207,Music,0,0,0,1,0,0,0,0,1,0,1,0,0,50,131,0,0,0,1,6,1,3007,590,0,1700,30,1
2208,Technology,0,0,1,1,0,1,16,0,1,0,0,1,0,50,132,0,0,0,34,8,1,0,852,0,10000,40,1
2209,Art,1,1,1,0,0,0,21,0,1,0,0,1,0,21,124,0,0,0,1,3,0,0,0,0,5000,30,0
2210,Publishing,0,0,1,1,0,1,1,1,0,0,0,1,0,48,102,1,0,0,6,6,0,3013,820,0,2000,30,1
