,category,hasHuman,hasFace,hasColor,isBright,hasManyDomColors,hasWarmHueAccent,NumOfObjectsInPic,CLASS_positiveTitle,CLASS_neutralTitle,CLASS_negativeTitle,CLASS_positiveText,CLASS_neutralText,CLASS_negativeText,lengthOfTitle,lengthOfText,TitleMatchPicOCR,CreatorMatchTitle,TextMatchPic,CON_numOfImg,CON_numOfRewards,CON_hasVideo,CON_text_Length,CON_numOfFbFriends,CON_experience,CON_goal,CON_duration,successful
813,Music,0,0,0,1,0,0,0,0,1,0,1,0,0,50,133,0,0,0,1,11,1,0,0,2,5000,36,1
814,Design,0,0,1,1,0,0,27,0,1,0,0,1,0,40,114,1,0,1,1,5,0,0,0,0,1200,30,1
815,Publishing,0,0,1,1,1,0,3,0,1,0,0,1,0,31,134,0,0,0,1,1,1,3318,0,0,50000,60,0
816,Art,1,0,1,1,0,1,32,0,1,0,0,1,0,16,132,0,0,0,1,2,1,0,1270,3,1500,30,1
817,Games,0,0,1,0,0,1,0,0,1,0,1,0,0,40,132,1,0,0,7,18,1,8109,2756,3,10000,32,1
818,Film & Video,1,1,1,0,0,0,23,0,1,0,0,1,0,50,120,0,0,0,1,12,1,0,1759,2,8000,30,1
819,Design,0,0,1,1,0,1,0,0,1,0,1,0,0,10,104,0,0,0,1,1,1,0,0,0,1000,60,0
820,Design,1,0,1,1,0,0,8,0,0,1,0,1,0,5,37,0,0,0,14,2,1,4597,1210,11,16000,30,1
821,Music,0,0,1,1,0,1,33,0,1,0,0,1,0,34,135,0,0,0,1,11,1,0,0,2,5000,29,1
822,Film & Video,1,0,1,0,0,0,24,0,1,0,0,0,1,50,99,0,0,1,1,16,1,2515,0,2,1500,30,1
823,Design,0,0,1,1,0,1,7,0,1,0,0,0,1,45,70,0,1,0,1,4,0,0,0,0,500,49,0
824,Design,0,0,1,1,0,1,5,0,1,0,0,1,0,31,92,0,0,0,1,2,0,0,0,0,2000,30,0
825,Publishing,0,0,0,1,0,0,0,0,1,0,0,0,1,28,127,0,0,0,1,1,0,688,0,0,10000,30,0
826,Art,1,1,1,1,0,1,19,0,1,0,0,1,0,41,124,0,0,0,1,17,1,0,0,27,1000,60,1
827,Photography,0,0,0,1,0,0,28,0,1,0,1,0,0,27,50,0,0,1,10,4,1,1322,12803,0,10500,30,0
828,Film & Video,1,1,0,1,0,0,30,0,0,1,0,0,1,47,78,0,0,1,1,7,0,0,0,0,75000,30,0
829,Technology,0,0,1,1,0,1,2,0,1,0,0,1,0,24,102,0,0,0,1,8,1,0,0,0,1025,60,1
830,Fashion,0,0,1,1,0,0,15,0,1,0,0,1,0,19,134,0,0,0,1,1,0,921,0,0,50000,19,0
831,Publishing,0,0,0,1,0,0,0,1,0,0,0,0,1,50,125,0,0,0,1,15,1,0,0,0,2000,30,0
832,Photography,0,0,1,1,0,0,24,0,1,0,0,1,0,50,129,1,0,0,1,10,1,0,142,23,1000,27,1
833,Publishing,0,0,0,1,0,0,0,0,1,0,0,0,1,34,121,0,0,0,1,12,1,0,0,2,2500,30,1
834,Film & Video,1,1,1,1,1,1,2,0,0,1,0,1,0,18,49,0,0,0,1,12,1,0,0,0,8000,30,1
835,Design,0,0,0,1,0,0,0,0,1,0,0,1,0,55,129,0,0,0,49,9,1,3825,0,0,19000,30,1
836,Music,0,0,1,1,0,1,3,0,1,0,1,0,0,37,125,0,0,0,1,7,1,0,0,0,3500,20,0
837,Comics,1,0,1,1,1,1,17,0,1,0,0,0,1,21,131,0,0,0,1,4,1,0,532,7,1945,28,1
838,Music,1,1,1,1,0,1,19,0,1,0,1,0,0,45,119,0,0,0,1,6,1,0,0,0,3500,44,1
839,Technology,0,0,1,1,0,0,2,0,0,1,1,0,0,47,134,0,0,0,1,6,1,0,0,16,500,30,1
840,Design,0,0,1,1,0,0,15,1,0,0,0,0,1,43,105,0,0,1,45,15,1,7992,0,0,31000,30,1
841,Music,1,1,1,1,1,0,24,0,1,0,1,0,0,50,70,0,0,0,1,12,1,0,0,0,10000,60,0
842,Comics,1,1,1,1,1,0,17,0,1,0,0,1,0,26,134,0,0,0,1,7,1,0,0,0,2500,29,1
843,Music,0,0,0,1,0,0,0,0,1,0,0,1,0,44,122,1,0,0,1,5,1,0,0,0,6000,21,0
844,Music,0,0,0,1,0,0,0,0,1,0,0,1,0,26,117,0,0,0,1,11,1,0,0,0,20000,30,1
845,Art,0,0,1,1,0,0,29,0,1,0,0,1,0,19,79,0,0,0,4,7,1,2531,155,0,5000,29,1
846,Design,0,0,1,1,0,1,0,0,1,0,0,1,0,50,64,1,0,0,1,8,0,0,0,8,3000,37,1
847,Food,0,0,0,1,0,0,1,0,1,0,0,1,0,10,135,1,0,0,1,5,0,0,0,0,30000,45,0
848,Film & Video,0,0,0,1,0,0,0,0,1,0,0,1,0,30,65,1,0,0,1,13,1,0,0,0,26495,30,1
849,Film & Video,0,0,0,1,0,0,0,0,1,0,0,0,1,10,125,0,0,0,1,9,0,0,0,0,500,60,0
850,Publishing,0,0,0,1,0,0,0,0,1,0,1,0,0,15,124,0,0,0,1,5,1,4852,738,0,1000,30,1
851,Publishing,0,0,1,1,0,0,1,0,1,0,0,1,0,22,98,0,0,0,1,4,0,0,0,0,2000,30,0
852,Games,1,0,1,1,0,0,22,0,1,0,0,1,0,56,49,0,0,0,1,8,1,0,0,0,20000,34,1
853,Film & Video,0,0,1,1,0,0,2,0,1,0,0,0,1,43,36,0,0,0,1,15,1,0,0,0,2400,60,1
854,Film & Video,0,0,1,0,1,0,2,0,0,1,0,0,1,22,124,0,0,0,1,8,1,0,507,0,2200,21,1
855,Design,0,0,1,1,0,0,14,0,1,0,0,1,0,32,116,0,0,0,15,14,1,1745,4911,0,3333,33,1
856,Music,1,0,1,1,0,1,22,0,1,0,1,0,0,34,133,0,0,1,1,10,1,0,0,4,7500,30,1
857,Art,1,1,1,1,0,0,27,1,0,0,1,0,0,35,133,1,0,0,1,12,1,0,2746,3,20000,60,1
858,Technology,1,0,1,1,1,0,20,0,1,0,1,0,0,28,129,0,0,0,1,1,1,0,0,0,30000,30,0
859,Film & Video,1,0,1,1,0,0,19,0,1,0,0,0,1,30,98,0,0,0,1,10,1,0,1577,0,5000,30,1
860,Comics,0,0,1,0,0,1,23,0,1,0,0,1,0,29,63,0,0,1,17,3,1,2104,2015,25,20000,30,1
861,Music,1,1,0,1,0,0,20,0,1,0,0,0,1,25,134,0,0,1,1,5,1,0,690,0,500,30,1
862,Film & Video,0,0,1,1,0,1,15,0,1,0,0,0,1,50,132,0,0,0,1,10,1,0,0,0,2000,37,1
863,Fashion,0,0,1,1,0,1,14,0,1,0,1,0,0,40,98,0,0,0,1,5,0,0,0,0,300,30,0
864,Film & Video,0,0,1,1,0,1,11,0,1,0,0,1,0,4,105,0,1,0,1,7,1,0,0,0,1500,30,1
865,Design,1,1,1,1,0,1,0,0,1,0,1,0,0,54,86,0,0,0,16,21,1,993,1599,2,20200,60,1
866,Dance,1,0,1,1,0,0,18,0,1,0,0,1,0,40,71,0,0,0,1,4,1,0,0,0,1500,15,1
867,Food,0,0,1,1,0,1,16,0,1,0,1,0,0,42,133,0,0,0,1,8,0,0,0,0,25000,30,0
868,Technology,0,0,1,1,0,1,19,0,1,0,0,1,0,50,133,0,0,0,38,9,1,0,0,0,25000,29,1
869,Crafts,0,0,1,1,1,1,13,0,1,0,1,0,0,44,121,0,0,1,1,44,1,0,0,0,11000,39,1
870,Publishing,0,0,1,0,0,1,2,0,1,0,1,0,0,25,128,0,0,0,1,1,0,2102,0,0,500,60,1
871,Art,0,0,0,1,0,0,1,0,1,0,0,1,0,36,94,0,1,0,1,9,1,0,0,0,600,30,1
872,Games,1,0,1,1,1,1,0,0,1,0,0,0,1,49,128,1,0,0,1,9,1,0,0,0,50000,30,1
873,Publishing,0,0,1,1,1,1,0,0,1,0,1,0,0,39,54,0,0,0,1,16,0,0,1204,3,9000,30,1
874,Technology,0,0,1,1,0,1,12,0,1,0,0,1,0,50,135,1,0,0,1,14,1,0,183,0,25000,30,1
875,Comics,0,0,0,1,0,0,0,0,1,0,0,1,0,44,121,1,0,0,27,14,1,2588,0,3,500,30,1
876,Art,0,0,1,1,0,1,3,0,1,0,0,0,1,11,132,0,0,0,1,9,1,0,0,0,5000,60,1
877,Publishing,0,0,0,1,0,0,21,0,0,1,0,0,1,50,133,0,0,1,1,3,0,0,0,0,225,40,1
878,Technology,0,0,1,1,1,0,14,0,1,0,0,1,0,50,127,0,0,1,1,5,1,0,0,0,12000,30,1
879,Publishing,1,0,1,1,0,0,3,0,1,0,0,1,0,47,103,0,1,0,1,11,1,0,0,2,1000,30,1
880,Film & Video,1,0,1,1,0,1,18,0,1,0,1,0,0,18,132,0,0,0,1,8,1,0,1902,0,14000,30,1
881,Food,0,0,1,1,1,1,17,0,1,0,0,1,0,36,49,0,0,0,1,11,0,0,3160,7,2000,43,1
882,Art,1,0,1,1,0,1,16,0,1,0,1,0,0,28,134,0,0,0,1,6,0,0,0,0,6800,40,0
883,Technology,0,0,1,1,0,1,23,0,1,0,1,0,0,50,127,0,0,1,1,5,1,0,0,0,50000,45,0
884,Photography,0,0,1,1,0,1,20,0,0,1,0,0,1,29,133,0,0,1,1,1,0,725,0,0,1970,30,0
885,Crafts,0,0,1,1,0,0,13,0,1,0,1,0,0,49,125,0,0,0,1,8,1,0,0,0,4321,41,0
886,Art,0,0,1,0,0,1,11,0,1,0,0,1,0,50,123,0,0,1,1,2,0,0,455,0,500,30,1
887,Technology,0,0,1,1,1,0,18,1,0,0,0,1,0,14,134,0,0,0,1,1,0,0,0,0,3000,45,0
888,Music,0,0,1,1,0,1,3,0,1,0,1,0,0,15,114,0,0,0,1,7,1,0,679,0,2000,45,1
889,Journalism,0,0,1,1,0,0,14,0,1,0,0,0,1,33,129,0,0,0,1,6,1,1727,0,0,420,41,0
890,Art,0,0,1,1,0,1,3,0,1,0,0,1,0,50,123,0,0,0,1,2,0,0,0,0,3500,33,0
891,Comics,0,0,1,1,0,0,2,0,0,1,0,0,1,28,134,0,0,0,1,10,1,0,2032,0,4000,37,1
892,Technology,0,0,1,1,0,1,2,0,1,0,0,1,0,50,131,0,0,0,1,6,1,0,330,0,15000,45,1
893,Film & Video,1,1,1,0,0,0,21,0,1,0,1,0,0,41,132,0,0,1,1,10,1,0,745,0,1500,31,1
894,Publishing,0,0,0,1,0,0,0,0,1,0,0,1,0,12,128,0,0,0,2,8,1,4306,548,0,1500,21,1
895,Film & Video,0,0,0,1,0,0,1,0,1,0,1,0,0,9,127,0,0,0,1,1,0,0,0,0,65000,21,0
896,Publishing,0,0,0,1,0,0,0,0,1,0,0,0,1,44,117,0,0,0,1,30,0,0,0,0,300,30,0
897,Film & Video,1,1,1,1,0,1,23,0,1,0,0,0,1,25,135,0,0,0,1,6,1,0,1505,2,8000,31,1
898,Crafts,0,0,0,1,0,0,0,0,1,0,0,1,0,48,63,0,0,0,1,12,0,0,0,9,100,21,1
899,Art,0,0,1,1,0,1,8,0,1,0,0,1,0,21,111,0,0,0,3,4,1,301,0,0,2500,30,0
900,Art,0,0,1,0,1,1,20,0,1,0,0,0,1,21,102,0,0,0,1,1,1,0,0,0,10000,42,0
901,Comics,0,0,1,0,0,0,0,0,1,0,0,0,1,42,125,1,0,0,1,9,1,0,4583,2,2000,30,1
902,Music,0,0,1,0,0,0,23,0,1,0,0,0,1,12,132,1,0,0,1,6,1,0,0,0,7500,30,1
903,Comics,0,0,1,0,1,0,2,0,0,1,0,0,1,11,134,0,0,0,9,21,1,7857,0,4,14959,28,1
904,Crafts,1,1,1,1,0,1,38,0,1,0,1,0,0,50,129,0,0,0,1,13,0,0,0,0,20000,60,0
905,Film & Video,1,0,0,1,0,0,12,0,1,0,0,1,0,22,100,1,0,0,1,29,1,0,4952,2,50000,30,1
906,Music,0,0,1,1,0,1,8,1,0,0,1,0,0,47,132,1,0,0,1,3,1,0,0,0,1900,29,0
907,Design,0,0,1,1,0,1,1,0,0,1,0,0,1,46,118,0,0,0,1,5,0,0,0,0,1850,30,0
908,Journalism,1,0,1,1,0,1,24,0,1,0,0,1,0,47,134,0,0,0,1,5,1,3964,0,0,15000,53,0
909,Fashion,1,1,1,1,0,1,28,0,1,0,1,0,0,31,120,0,0,0,1,21,1,0,0,0,20000,30,0
910,Games,0,0,0,1,0,0,0,1,0,0,1,0,0,16,74,0,1,0,1,3,1,0,0,12,5500,30,1
911,Film & Video,0,0,1,0,0,1,16,0,0,1,0,0,1,32,132,0,0,0,1,36,1,0,4415,19,5000,33,1
912,Crafts,1,1,1,1,0,1,25,0,1,0,0,1,0,50,116,0,0,0,1,5,1,0,0,0,3640,31,1
913,Publishing,0,0,1,0,0,0,7,0,1,0,0,1,0,50,134,0,0,0,6,6,1,4179,0,0,1100,30,1
914,Art,1,1,1,1,0,0,21,0,1,0,0,1,0,35,108,0,0,0,1,12,1,0,794,0,1500,40,1
915,Music,1,1,1,0,0,0,17,0,1,0,0,0,1,29,82,0,0,0,1,12,1,0,2983,0,6000,30,1
916,Film & Video,1,0,0,1,0,0,24,0,1,0,0,0,1,43,128,0,0,0,1,3,1,0,0,0,120,30,1
917,Technology,0,0,1,1,0,1,27,0,1,0,0,1,0,8,122,0,0,1,1,15,1,0,0,0,10000,19,1
918,Publishing,0,0,0,1,0,0,0,0,1,0,0,0,1,49,128,0,0,0,10,9,1,34422,0,0,69000,45,0
919,Design,1,0,1,0,0,1,18,0,1,0,0,1,0,43,59,0,0,0,1,7,1,0,0,2,2825,28,1
920,Publishing,0,0,0,1,0,0,0,0,1,0,0,1,0,49,90,1,0,0,1,4,1,0,140,0,250,20,1
921,Music,0,0,1,0,0,0,24,0,1,0,1,0,0,28,110,1,1,0,1,7,0,0,719,4,2000,30,1
922,Games,0,0,1,1,0,0,1,0,1,0,0,1,0,31,132,1,0,0,1,1,1,0,0,0,5000,55,0
923,Publishing,1,1,1,1,0,0,12,0,1,0,1,0,0,33,129,0,0,0,1,1,0,1147,0,0,3000,30,0
924,Music,1,0,1,1,0,1,25,0,1,0,0,1,0,49,135,0,0,1,1,1,0,0,148,0,2500,40,1
925,Games,1,0,1,0,0,1,22,0,0,1,0,0,1,12,89,0,0,0,1,10,1,0,116,0,200,40,1
926,Crafts,0,0,1,1,0,0,10,0,1,0,1,0,0,38,53,0,0,0,1,20,1,0,424,0,500,30,1
927,Film & Video,0,0,1,0,0,0,5,0,0,1,0,0,1,7,52,1,0,0,1,11,1,0,0,0,8000,30,1
928,Publishing,0,0,1,1,0,1,32,0,1,0,0,1,0,49,135,0,0,0,4,5,1,2500,0,0,1000,59,0
929,Art,0,0,1,1,0,1,1,0,1,0,0,1,0,24,117,1,0,0,1,6,0,0,0,0,15000,30,0
930,Food,0,0,0,1,0,0,1,0,1,0,0,1,0,38,135,0,0,1,1,10,0,0,0,0,10000,30,0
931,Music,1,0,1,0,0,1,18,1,0,0,1,0,0,36,38,1,0,0,1,22,1,0,0,0,15000,30,0
932,Film & Video,1,1,1,1,0,0,19,0,1,0,0,1,0,52,94,0,0,0,1,8,1,0,0,0,15000,18,1
933,Journalism,0,0,0,1,0,0,0,0,0,1,0,0,1,33,134,0,0,0,1,1,1,1914,0,0,5000,60,0
934,Art,1,0,1,1,0,0,24,0,0,1,0,0,1,46,133,0,0,0,1,7,1,0,0,0,8000,30,1
935,Games,1,1,1,1,0,0,9,0,0,1,0,1,0,25,28,1,0,0,1,5,1,0,0,0,5000,30,1
936,Film & Video,1,1,1,1,0,0,1,1,0,0,1,0,0,8,81,0,0,0,1,3,0,0,0,0,1000,15,1
937,Crafts,0,0,1,1,0,0,23,0,1,0,0,1,0,34,35,0,0,0,1,3,0,0,456,0,200,26,1
938,Journalism,0,0,1,1,0,0,28,0,0,1,0,1,0,48,114,0,0,0,1,3,0,659,0,0,5590,5,0
939,Music,1,0,1,0,0,1,21,0,1,0,0,1,0,49,149,0,0,0,1,7,1,0,0,0,4000,40,0
940,Photography,0,0,1,1,0,1,22,1,0,0,1,0,0,33,116,0,0,1,1,4,1,0,0,0,3700,20,0
941,Music,0,0,1,1,0,0,0,0,1,0,0,1,0,32,134,1,1,0,1,4,0,0,0,0,1500,17,1
942,Film & Video,1,1,1,1,1,1,7,0,1,0,0,1,0,13,27,1,0,0,1,13,1,0,0,6,300000,30,1
943,Comics,0,0,1,0,1,1,2,0,0,1,0,0,1,41,129,0,0,0,17,12,1,1727,0,4,2400,30,1
944,Music,1,1,1,1,0,1,22,0,1,0,0,1,0,38,77,0,0,0,1,4,1,0,1851,0,400,19,1
945,Film & Video,1,0,1,0,0,1,22,0,0,1,1,0,0,41,115,0,0,0,1,15,1,0,0,0,22000,30,1
946,Film & Video,0,0,1,1,0,0,23,0,1,0,1,0,0,31,134,0,0,0,1,13,0,0,0,0,70000,37,1
947,Film & Video,0,0,1,1,0,0,1,0,1,0,0,0,1,49,131,1,0,0,1,7,0,0,2374,0,500,17,1
948,Comics,1,1,1,1,1,0,3,0,0,1,0,1,0,50,134,0,1,0,13,27,1,3204,4533,4,1200,31,1
949,Theater,0,0,1,1,0,0,1,0,1,0,1,0,0,43,120,1,0,0,1,7,1,0,2247,0,2000,30,1
950,Crafts,0,0,1,1,0,1,17,0,1,0,0,1,0,46,109,1,0,1,1,3,0,0,0,0,3000,14,0
951,Film & Video,0,0,1,1,1,1,21,0,0,1,0,1,0,41,37,0,0,0,1,4,0,0,0,0,10000,30,0
952,Technology,0,0,1,0,0,0,23,0,1,0,1,0,0,50,126,0,0,1,1,7,1,0,0,0,38500,24,0
953,Art,0,0,0,1,0,0,0,0,1,0,0,1,0,32,100,0,1,0,6,8,0,1811,0,0,6200,30,0
954,Music,1,0,1,1,0,1,17,0,0,1,0,1,0,36,132,0,0,0,1,17,1,0,4997,0,20000,45,1
955,Photography,1,0,1,1,1,1,7,0,1,0,0,1,0,50,134,1,0,0,1,8,1,0,142,23,100,20,1
956,Design,0,0,0,1,0,0,1,0,1,0,0,1,0,25,79,1,0,0,1,4,1,0,0,0,18400,29,0
957,Film & Video,1,1,1,1,0,0,17,0,1,0,1,0,0,19,129,0,0,0,1,11,1,0,0,0,15000,60,0
958,Publishing,1,0,1,1,0,0,20,0,0,1,1,0,0,46,53,0,0,0,7,2,0,2886,0,0,1500,15,0
959,Music,0,0,0,1,0,0,0,0,1,0,1,0,0,24,121,0,0,0,1,1,0,0,0,0,20000,30,0
960,Film & Video,0,0,1,1,0,1,3,1,0,0,1,0,0,36,134,0,0,0,1,5,1,0,0,0,2600,20,0
961,Technology,0,0,0,1,0,0,2,0,1,0,1,0,0,49,111,0,0,0,1,1,0,0,0,0,5000,30,0
962,Music,1,1,1,0,1,1,20,1,0,0,1,0,0,28,131,0,0,0,1,6,0,0,0,0,5000,60,0
963,Art,1,0,1,0,0,0,20,0,1,0,0,0,1,50,135,0,0,0,11,9,1,6332,0,0,10000,47,1
964,Music,1,0,1,1,0,0,19,0,1,0,1,0,0,34,84,0,0,0,1,9,1,0,0,0,2500,28,1
965,Comics,0,0,1,1,0,0,0,0,1,0,0,1,0,43,121,1,0,0,1,16,1,0,1273,3,15000,22,1
966,Design,0,0,1,1,0,0,6,0,1,0,1,0,0,18,124,0,0,0,1,14,1,0,0,0,60000,52,0
967,Film & Video,0,0,0,1,0,0,0,0,1,0,0,0,1,9,58,0,0,0,1,11,1,0,0,0,6000,45,1
968,Design,0,0,0,1,0,0,0,0,1,0,1,0,0,49,128,0,0,0,38,11,1,5133,0,0,12000,48,1
969,Comics,0,0,1,0,0,0,4,0,1,0,0,0,1,23,66,0,0,1,1,3,0,0,28,3,600,45,1
970,Publishing,0,0,1,1,0,0,12,1,0,0,1,0,0,50,128,0,0,0,1,8,0,0,0,0,2800,50,0
971,Music,1,1,1,1,1,0,19,0,1,0,0,1,0,50,121,1,0,0,1,9,1,0,0,0,5000,28,0
972,Music,1,1,1,1,0,0,16,1,0,0,0,1,0,16,134,0,0,0,1,1,0,0,0,0,3000,57,0
973,Design,0,0,1,1,0,1,21,0,1,0,0,1,0,19,107,0,0,0,15,9,1,3044,0,3,999,30,1
974,Music,0,0,0,1,0,0,26,1,0,0,1,0,0,43,124,0,0,0,1,1,0,0,0,0,10000,35,0
975,Photography,0,0,1,0,0,1,19,0,1,0,0,1,0,10,94,0,0,0,1,3,0,0,0,0,450,12,0
976,Music,1,1,1,0,0,0,22,0,1,0,0,1,0,39,93,0,0,0,1,7,1,0,0,0,12500,28,1
977,Film & Video,0,0,1,0,0,0,2,0,1,0,0,0,1,9,79,0,0,0,1,1,1,0,0,0,1000000,33,0
978,Design,0,0,1,1,0,1,15,0,1,0,0,1,0,25,58,1,0,0,50,6,1,5353,0,4,10000,36,1
979,Music,0,0,1,1,1,0,2,0,1,0,1,0,0,50,132,1,0,0,1,8,1,0,3891,0,5400,15,1
980,Games,0,0,1,1,0,0,12,0,1,0,0,0,1,54,108,0,0,0,1,4,0,0,0,7,7000,30,1
981,Film & Video,0,0,1,1,1,1,17,1,0,0,0,0,1,18,122,0,0,0,1,2,0,0,0,0,600,30,1
982,Technology,0,0,1,1,0,0,1,0,1,0,0,1,0,48,125,0,0,0,1,11,1,0,0,2,5000,29,1
983,Publishing,0,0,1,1,0,1,3,0,1,0,0,1,0,48,134,1,0,0,4,9,1,3014,0,0,6000,34,0
984,Music,1,1,1,1,0,1,19,0,1,0,1,0,0,22,131,0,0,0,1,12,1,0,3430,0,12000,50,1
985,Film & Video,1,0,1,1,0,1,0,0,1,0,0,0,1,20,103,1,0,0,1,13,1,0,0,2,10000,19,1
986,Music,0,0,1,1,0,1,34,0,1,0,1,0,0,35,99,0,0,1,1,9,1,0,0,0,14800,44,0
987,Music,0,0,1,1,0,1,2,0,1,0,1,0,0,20,121,1,0,0,1,8,1,0,0,0,20000,35,0
988,Comics,0,0,0,1,0,0,0,0,1,0,0,1,0,27,119,0,0,0,2,6,1,1347,0,0,550,29,1
989,Journalism,0,0,1,1,0,0,27,0,1,0,0,1,0,28,123,0,0,0,1,1,0,0,1265,4,500,7,1
990,Comics,1,0,1,0,0,1,2,0,1,0,0,0,1,41,130,1,0,0,1,15,0,0,1968,18,1500,30,1
991,Games,0,0,1,1,0,1,0,0,1,0,1,0,0,23,79,1,0,0,1,12,0,0,0,0,25000,30,0
992,Film & Video,0,0,1,1,0,0,1,0,1,0,0,1,0,5,126,0,0,0,1,8,1,0,0,2,8500,30,1
993,Design,0,0,1,1,0,1,1,0,0,1,0,1,0,50,43,1,0,0,26,22,0,6135,0,0,360,30,1
994,Dance,0,0,0,1,0,0,0,0,1,0,1,0,0,27,128,0,0,0,1,10,1,0,0,3,6000,20,1
995,Publishing,0,0,0,1,0,0,0,0,1,0,0,1,0,37,124,0,0,0,1,10,1,0,0,0,6285,30,0
996,Technology,0,0,1,1,0,1,0,0,1,0,1,0,0,50,118,0,0,0,1,2,1,0,0,0,50000,60,0
997,Crafts,0,0,1,1,0,0,3,0,1,0,0,1,0,31,85,0,0,0,1,14,1,0,1445,2,500,12,1
998,Photography,0,0,1,1,0,1,27,0,1,0,1,0,0,16,104,0,0,0,6,8,0,1113,0,0,20000,27,0
999,Crafts,1,0,0,1,0,0,3,0,1,0,1,0,0,48,84,0,0,0,1,3,0,0,0,0,500,12,0
1000,Food,0,0,1,1,0,0,9,0,1,0,0,1,0,50,135,0,0,0,1,14,1,0,0,0,5000,39,1
1001,Film & Video,0,0,1,1,0,0,23,0,0,1,0,0,1,17,102,0,0,0,1,1,0,0,0,0,100,55,0
1002,Design,0,0,1,1,0,0,1,1,0,0,1,0,0,50,120,0,1,0,1,11,1,0,0,0,10000,30,0
1003,Comics,0,0,1,0,1,1,2,0,1,0,0,0,1,17,90,0,0,0,10,1,1,2947,473,4,2500,36,1
1004,Dance,0,0,0,1,0,0,0,0,1,0,0,1,0,27,123,0,0,0,1,6,1,0,0,0,2500,30,1
1005,Comics,1,1,1,0,0,1,18,0,1,0,0,0,1,39,123,0,0,0,1,55,1,0,593,3,9500,30,1
1006,Film & Video,0,0,1,1,0,1,2,0,1,0,0,0,1,43,128,1,0,0,1,12,1,0,0,0,8500,45,1
1007,Music,0,0,1,0,0,1,21,0,1,0,0,0,1,23,131,0,0,0,1,16,1,0,0,0,22000,40,1
1008,Journalism,0,0,1,1,0,0,22,0,1,0,0,1,0,50,134,0,0,0,1,4,0,951,0,0,200,14,0
1009,Art,0,0,1,1,0,0,20,0,1,0,0,1,0,37,68,0,0,0,1,1,1,0,0,0,2750,37,1
1010,Food,0,0,1,1,0,1,13,0,1,0,0,1,0,25,81,1,0,0,1,12,0,0,0,0,7000,30,1
1011,Technology,1,1,1,0,0,0,28,0,1,0,0,1,0,53,131,1,0,0,1,18,1,0,0,0,15000,31,1
1012,Art,0,0,1,1,0,1,7,0,1,0,1,0,0,16,132,1,0,0,1,6,1,0,0,0,1100,30,1
1013,Fashion,0,0,1,1,0,1,23,0,1,0,1,0,0,12,80,0,0,0,1,6,0,954,0,0,5000,30,0
1014,Art,0,0,1,0,0,0,2,0,0,1,0,0,1,37,123,0,0,0,1,1,0,0,0,0,5000,20,0
1015,Photography,0,0,1,1,1,1,24,0,1,0,1,0,0,39,52,0,0,0,1,5,0,0,0,0,1500,60,0
1016,Film & Video,0,0,1,1,0,0,2,0,1,0,1,0,0,15,133,1,1,0,1,11,1,0,1039,0,12000,60,1
1017,Music,1,1,1,0,0,1,17,0,1,0,1,0,0,37,132,0,0,0,1,12,1,0,1489,0,3500,28,1
1018,Journalism,1,0,1,1,0,1,22,0,1,0,0,1,0,25,128,0,0,0,1,1,1,2157,0,0,80000,30,0
1019,Music,1,1,1,1,0,1,19,0,1,0,0,1,0,39,62,0,0,0,1,9,1,0,0,0,5000,30,1
1020,Publishing,0,0,1,1,0,1,3,0,1,0,0,1,0,36,134,0,0,1,1,8,0,0,0,0,2000,30,0
1021,Design,0,0,1,1,0,1,18,0,1,0,0,0,1,37,115,0,0,0,1,8,1,0,0,0,5000,25,0
1022,Technology,0,0,0,1,0,0,0,0,1,0,0,1,0,57,118,0,0,0,1,7,1,0,0,0,10000,30,1
1023,Design,0,0,0,1,0,0,0,0,1,0,1,0,0,53,79,0,0,0,18,6,1,3600,0,0,5000,30,1
1024,Photography,0,0,1,1,0,1,23,0,1,0,0,1,0,38,113,0,1,0,1,6,0,0,0,0,6000,30,0
1025,Photography,0,0,1,1,0,0,26,0,1,0,1,0,0,25,109,1,1,0,1,4,0,0,0,0,300,30,1
1026,Technology,0,0,1,0,0,0,13,0,1,0,0,1,0,50,133,1,0,1,37,11,1,0,749,0,30000,40,1
1027,Film & Video,1,0,1,0,0,0,2,0,1,0,0,0,1,33,100,1,0,1,1,8,1,0,0,0,2200,39,1
1028,Art,0,0,1,0,0,1,0,1,0,0,1,0,0,35,128,0,0,0,3,5,0,1015,0,12,400,23,1
1029,Music,1,1,1,0,0,1,17,0,1,0,0,1,0,23,134,0,0,0,1,5,1,0,4982,2,2000,30,1
1030,Art,0,0,0,1,0,0,2,0,1,0,0,1,0,16,127,0,0,0,1,1,0,0,0,0,100000,58,0
1031,Film & Video,1,1,1,1,0,1,7,0,0,1,0,0,1,25,121,0,0,1,1,5,0,0,0,0,1250,30,1
1032,Film & Video,0,0,1,0,0,1,26,0,1,0,0,1,0,11,124,0,0,0,1,21,1,0,0,0,100000,37,1
1033,Art,0,0,1,1,0,0,1,0,1,0,0,1,0,38,91,0,0,0,1,7,1,4952,0,0,11000,21,0
1034,Music,1,0,0,1,0,0,5,0,0,1,0,0,1,50,62,1,0,0,1,14,1,0,2707,2,25000,30,1
1035,Film & Video,1,1,1,1,0,0,21,0,1,0,0,1,0,22,118,1,0,1,1,4,1,0,2710,10,4000,16,1
